
=== llama-server session started 2026-07-17T08:02:46+00:00 ===
0.00.074.300 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.074.424 I srv          init: The UI is disabled
0.00.074.429 I srv          init: Use --ui/--no-ui (or deprecated --webui/--no-webui) to enable/disable
0.00.074.555 W srv  llama_server: -----------------
0.00.074.559 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.074.560 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.074.560 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.074.560 W srv  llama_server: -----------------
0.00.080.434 I srv    load_model: loading model 'X:\models\TeachingAssistantV2\Qwen3-14B\Qwen3-14B-Q4_K_M.gguf'
0.00.565.588 W load: control-looking token: 128247 '</s>' was not control-type; this is probably a bug in the model. its type will be overridden
0.13.587.300 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 8192, kv_unified = 'false'
0.13.595.770 I srv  llama_server: model loaded
0.13.595.779 I srv  llama_server: listening on http://127.0.0.1:18092
0.13.955.444 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
22.26.451.257 I slot print_timing: id  0 | task 675 | prompt processing, n_tokens =   4608, progress = 0.94, t = 316.49 s / 14.56 tokens per second
23.54.440.142 I slot print_timing: id  0 | task 675 | n_decoded =    100, tg =   2.07 t/s, tg_3s =   2.07 t/s
23.57.869.217 I slot print_timing: id  0 | task 675 | n_decoded =    107, tg =   2.07 t/s, tg_3s =   2.04 t/s
24.01.012.609 I slot print_timing: id  0 | task 675 | n_decoded =    113, tg =   2.06 t/s, tg_3s =   1.91 t/s
24.04.171.896 I slot print_timing: id  0 | task 675 | n_decoded =    119, tg =   2.05 t/s, tg_3s =   1.90 t/s
24.07.643.717 I slot print_timing: id  0 | task 675 | n_decoded =    126, tg =   2.05 t/s, tg_3s =   2.02 t/s
24.11.126.248 I slot print_timing: id  0 | task 675 | n_decoded =    133, tg =   2.05 t/s, tg_3s =   2.01 t/s
24.14.131.597 I slot print_timing: id  0 | task 675 | n_decoded =    139, tg =   2.05 t/s, tg_3s =   2.00 t/s
24.17.592.350 I slot print_timing: id  0 | task 675 | n_decoded =    146, tg =   2.04 t/s, tg_3s =   2.02 t/s
24.21.059.220 I slot print_timing: id  0 | task 675 | n_decoded =    153, tg =   2.04 t/s, tg_3s =   2.02 t/s
24.24.120.556 I slot print_timing: id  0 | task 675 | n_decoded =    159, tg =   2.04 t/s, tg_3s =   1.96 t/s
24.27.135.944 I slot print_timing: id  0 | task 675 | n_decoded =    165, tg =   2.04 t/s, tg_3s =   1.99 t/s
24.30.226.162 I slot print_timing: id  0 | task 675 | n_decoded =    171, tg =   2.03 t/s, tg_3s =   1.94 t/s
24.33.311.366 I slot print_timing: id  0 | task 675 | n_decoded =    177, tg =   2.03 t/s, tg_3s =   1.94 t/s
24.36.482.031 I slot print_timing: id  0 | task 675 | n_decoded =    187, tg =   2.07 t/s, tg_3s =   3.15 t/s
24.39.783.714 I slot print_timing: id  0 | task 675 | n_decoded =    197, tg =   2.10 t/s, tg_3s =   3.03 t/s
24.42.825.819 I slot print_timing: id  0 | task 675 | n_decoded =    203, tg =   2.10 t/s, tg_3s =   1.97 t/s
24.45.938.971 I slot print_timing: id  0 | task 675 | n_decoded =    209, tg =   2.10 t/s, tg_3s =   1.93 t/s
24.48.977.220 I slot print_timing: id  0 | task 675 | n_decoded =    215, tg =   2.09 t/s, tg_3s =   1.97 t/s
24.51.979.175 I slot print_timing: id  0 | task 675 | n_decoded =    221, tg =   2.09 t/s, tg_3s =   2.00 t/s
24.55.070.764 I slot print_timing: id  0 | task 675 | n_decoded =    227, tg =   2.08 t/s, tg_3s =   1.94 t/s
24.58.141.087 I slot print_timing: id  0 | task 675 | n_decoded =    233, tg =   2.08 t/s, tg_3s =   1.95 t/s
25.01.174.517 I slot print_timing: id  0 | task 675 | n_decoded =    239, tg =   2.08 t/s, tg_3s =   1.98 t/s
25.04.190.221 I slot print_timing: id  0 | task 675 | n_decoded =    245, tg =   2.08 t/s, tg_3s =   1.99 t/s
25.07.286.627 I slot print_timing: id  0 | task 675 | n_decoded =    251, tg =   2.07 t/s, tg_3s =   1.94 t/s
25.09.455.887 I slot print_timing: id  0 | task 675 | prompt eval time =  356222.46 ms /  4905 tokens (   72.62 ms per token,    13.77 tokens per second)
25.09.455.897 I slot print_timing: id  0 | task 675 |        eval time =  123274.15 ms /   256 tokens (  481.54 ms per token,     2.08 tokens per second)
25.09.455.898 I slot print_timing: id  0 | task 675 |       total time =  479496.61 ms /  5161 tokens
25.09.455.899 I slot print_timing: id  0 | task 675 |    graphs reused =        894
25.09.456.118 I slot      release: id  0 | task 675 | stop processing: n_tokens = 5286, truncated = 0
25.09.563.707 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 1509383767
25.09.717.263 I slot launch_slot_: id  0 | task 941 | processing task, is_child = 0
25.25.263.221 I slot print_timing: id  0 | task 941 | prompt processing, n_tokens =    512, progress = 0.13, t =  15.55 s / 32.93 tokens per second
25.56.620.413 I slot print_timing: id  0 | task 941 | prompt processing, n_tokens =   1024, progress = 0.24, t =  46.90 s / 21.83 tokens per second
26.19.539.516 I slot print_timing: id  0 | task 941 | prompt processing, n_tokens =   1536, progress = 0.36, t =  69.82 s / 22.00 tokens per second
26.46.798.843 I slot print_timing: id  0 | task 941 | prompt processing, n_tokens =   2048, progress = 0.47, t =  97.08 s / 21.10 tokens per second
27.13.796.117 I slot print_timing: id  0 | task 941 | prompt processing, n_tokens =   2560, progress = 0.59, t = 124.08 s / 20.63 tokens per second
27.41.867.863 I slot print_timing: id  0 | task 941 | prompt processing, n_tokens =   3072, progress = 0.71, t = 152.15 s / 20.19 tokens per second
28.16.398.502 I slot print_timing: id  0 | task 941 | prompt processing, n_tokens =   3584, progress = 0.82, t = 186.68 s / 19.20 tokens per second
28.46.710.963 I slot print_timing: id  0 | task 941 | prompt processing, n_tokens =   4096, progress = 0.94, t = 216.99 s / 18.88 tokens per second
29.45.948.152 I slot print_timing: id  0 | task 941 | n_decoded =    100, tg =   2.36 t/s, tg_3s =   2.36 t/s
29.49.268.960 I slot print_timing: id  0 | task 941 | n_decoded =    107, tg =   2.35 t/s, tg_3s =   2.11 t/s
29.52.652.918 I slot print_timing: id  0 | task 941 | n_decoded =    114, tg =   2.33 t/s, tg_3s =   2.07 t/s
29.57.338.807 I slot print_timing: id  0 | task 941 | n_decoded =    117, tg =   2.18 t/s, tg_3s =   0.64 t/s
30.01.756.526 I slot print_timing: id  0 | task 941 | n_decoded =    121, tg =   2.08 t/s, tg_3s =   0.91 t/s
30.04.869.220 I slot print_timing: id  0 | task 941 | n_decoded =    125, tg =   2.04 t/s, tg_3s =   1.29 t/s
30.08.308.271 I slot print_timing: id  0 | task 941 | n_decoded =    131, tg =   2.03 t/s, tg_3s =   1.74 t/s
30.11.474.230 I slot print_timing: id  0 | task 941 | n_decoded =    136, tg =   2.01 t/s, tg_3s =   1.58 t/s
30.15.016.205 I slot print_timing: id  0 | task 941 | n_decoded =    142, tg =   1.99 t/s, tg_3s =   1.69 t/s
30.18.194.551 I slot print_timing: id  0 | task 941 | n_decoded =    148, tg =   1.99 t/s, tg_3s =   1.89 t/s
30.21.332.840 I slot print_timing: id  0 | task 941 | n_decoded =    154, tg =   1.98 t/s, tg_3s =   1.91 t/s
30.24.713.231 I slot print_timing: id  0 | task 941 | n_decoded =    160, tg =   1.97 t/s, tg_3s =   1.77 t/s
30.27.742.420 I slot print_timing: id  0 | task 941 | n_decoded =    165, tg =   1.96 t/s, tg_3s =   1.65 t/s
30.30.692.844 I slot print_timing: id  0 | task 941 | prompt eval time =  233931.60 ms /  4379 tokens (   53.42 ms per token,    18.72 tokens per second)
30.30.692.857 I slot print_timing: id  0 | task 941 |        eval time =   87043.91 ms /   170 tokens (  512.02 ms per token,     1.95 tokens per second)
30.30.692.859 I slot print_timing: id  0 | task 941 |       total time =  320975.52 ms /  4549 tokens
30.30.692.860 I slot print_timing: id  0 | task 941 |    graphs reused =       1062
30.30.693.134 I slot      release: id  0 | task 941 | stop processing: n_tokens = 4601, truncated = 0
30.30.832.280 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 1830620784
30.31.020.889 I slot launch_slot_: id  0 | task 1120 | processing task, is_child = 0
30.53.458.822 I slot print_timing: id  0 | task 1120 | prompt processing, n_tokens =    512, progress = 0.13, t =  22.44 s / 22.82 tokens per second
31.24.680.474 I slot print_timing: id  0 | task 1120 | prompt processing, n_tokens =   1024, progress = 0.24, t =  53.66 s / 19.08 tokens per second
31.51.731.119 I slot print_timing: id  0 | task 1120 | prompt processing, n_tokens =   1536, progress = 0.36, t =  80.71 s / 19.03 tokens per second
32.19.822.212 I slot print_timing: id  0 | task 1120 | prompt processing, n_tokens =   2048, progress = 0.47, t = 108.80 s / 18.82 tokens per second
32.48.267.791 I slot print_timing: id  0 | task 1120 | prompt processing, n_tokens =   2560, progress = 0.59, t = 137.25 s / 18.65 tokens per second
33.21.567.356 I slot print_timing: id  0 | task 1120 | prompt processing, n_tokens =   3072, progress = 0.70, t = 170.55 s / 18.01 tokens per second
33.59.570.572 I slot print_timing: id  0 | task 1120 | prompt processing, n_tokens =   3584, progress = 0.81, t = 208.55 s / 17.19 tokens per second
34.36.831.411 I slot print_timing: id  0 | task 1120 | prompt processing, n_tokens =   4096, progress = 0.93, t = 245.81 s / 16.66 tokens per second
35.58.824.551 I slot print_timing: id  0 | task 1120 | n_decoded =    100, tg =   2.11 t/s, tg_3s =   2.11 t/s
36.02.155.660 I slot print_timing: id  0 | task 1120 | n_decoded =    107, tg =   2.11 t/s, tg_3s =   2.10 t/s
36.05.518.501 I slot print_timing: id  0 | task 1120 | n_decoded =    114, tg =   2.10 t/s, tg_3s =   2.08 t/s
36.08.861.583 I slot print_timing: id  0 | task 1120 | n_decoded =    121, tg =   2.10 t/s, tg_3s =   2.09 t/s
36.12.169.261 I slot print_timing: id  0 | task 1120 | n_decoded =    128, tg =   2.10 t/s, tg_3s =   2.12 t/s
36.15.502.360 I slot print_timing: id  0 | task 1120 | n_decoded =    135, tg =   2.10 t/s, tg_3s =   2.10 t/s
36.18.867.056 I slot print_timing: id  0 | task 1120 | n_decoded =    142, tg =   2.10 t/s, tg_3s =   2.08 t/s
36.22.335.022 I slot print_timing: id  0 | task 1120 | n_decoded =    149, tg =   2.10 t/s, tg_3s =   2.02 t/s
36.25.565.699 I slot print_timing: id  0 | task 1120 | n_decoded =    156, tg =   2.10 t/s, tg_3s =   2.17 t/s
36.28.866.427 I slot print_timing: id  0 | task 1120 | n_decoded =    163, tg =   2.10 t/s, tg_3s =   2.12 t/s
36.32.313.384 I slot print_timing: id  0 | task 1120 | n_decoded =    170, tg =   2.10 t/s, tg_3s =   2.03 t/s
36.35.619.790 I slot print_timing: id  0 | task 1120 | n_decoded =    177, tg =   2.10 t/s, tg_3s =   2.12 t/s
36.38.916.366 I slot print_timing: id  0 | task 1120 | n_decoded =    184, tg =   2.10 t/s, tg_3s =   2.12 t/s
36.42.356.637 I slot print_timing: id  0 | task 1120 | n_decoded =    191, tg =   2.10 t/s, tg_3s =   2.03 t/s
36.45.723.893 I slot print_timing: id  0 | task 1120 | n_decoded =    198, tg =   2.10 t/s, tg_3s =   2.08 t/s
36.49.138.927 I slot print_timing: id  0 | task 1120 | n_decoded =    205, tg =   2.10 t/s, tg_3s =   2.05 t/s
36.52.510.545 I slot print_timing: id  0 | task 1120 | n_decoded =    212, tg =   2.10 t/s, tg_3s =   2.08 t/s
36.55.518.461 I slot print_timing: id  0 | task 1120 | n_decoded =    218, tg =   2.09 t/s, tg_3s =   1.99 t/s
36.58.977.189 I slot print_timing: id  0 | task 1120 | n_decoded =    225, tg =   2.09 t/s, tg_3s =   2.02 t/s
37.02.369.321 I slot print_timing: id  0 | task 1120 | n_decoded =    232, tg =   2.09 t/s, tg_3s =   2.06 t/s
37.05.384.214 I slot print_timing: id  0 | task 1120 | n_decoded =    238, tg =   2.09 t/s, tg_3s =   1.99 t/s
37.08.827.563 I slot print_timing: id  0 | task 1120 | n_decoded =    245, tg =   2.09 t/s, tg_3s =   2.03 t/s
37.12.281.142 I slot print_timing: id  0 | task 1120 | n_decoded =    252, tg =   2.08 t/s, tg_3s =   2.03 t/s
37.14.378.732 I slot print_timing: id  0 | task 1120 | prompt eval time =  280319.76 ms /  4412 tokens (   63.54 ms per token,    15.74 tokens per second)
37.14.378.742 I slot print_timing: id  0 | task 1120 |        eval time =  123038.02 ms /   256 tokens (  480.62 ms per token,     2.08 tokens per second)
37.14.378.743 I slot print_timing: id  0 | task 1120 |       total time =  403357.78 ms /  4668 tokens
37.14.378.744 I slot print_timing: id  0 | task 1120 |    graphs reused =       1315
37.14.379.316 I slot      release: id  0 | task 1120 | stop processing: n_tokens = 4720, truncated = 0
37.14.525.429 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 2234306965
37.14.801.805 I slot launch_slot_: id  0 | task 1385 | processing task, is_child = 0
37.42.209.361 I slot print_timing: id  0 | task 1385 | prompt processing, n_tokens =    512, progress = 0.13, t =  27.41 s / 18.68 tokens per second
38.09.226.699 I slot print_timing: id  0 | task 1385 | prompt processing, n_tokens =   1024, progress = 0.25, t =  54.42 s / 18.81 tokens per second
38.42.790.996 I slot print_timing: id  0 | task 1385 | prompt processing, n_tokens =   1536, progress = 0.36, t =  87.99 s / 17.46 tokens per second
39.20.044.479 I slot print_timing: id  0 | task 1385 | prompt processing, n_tokens =   2048, progress = 0.48, t = 125.24 s / 16.35 tokens per second
